geo_area,item,year,gpin
Saint Lucia,"Vegetables, fresh nes",2002,81.44
Saint Vincent and the Grenadines,"Vegetables, fresh nes",2002,130.17
Suriname,"Vegetables, fresh nes",2002,82.67
Trinidad and Tobago,"Vegetables, fresh nes",2002,314.12
United States of America,"Vegetables, fresh nes",2002,106.94
Uruguay,"Vegetables, fresh nes",2002,51.8
Venezuela (Bolivarian Republic of),"Vegetables, fresh nes",2002,140.2
Bolivia (Plurinational State of),"Vegetables, leguminous nes",2002,134.95
Chile,"Vegetables, leguminous nes",2002,109.72
Colombia,"Vegetables, leguminous nes",2002,783.74
Ecuador,"Vegetables, leguminous nes",2002,40.91
Guatemala,"Vegetables, leguminous nes",2002,49.82
Mexico,"Vegetables, leguminous nes",2002,71.11
Peru,"Vegetables, leguminous nes",2002,97.28
United States of America,"Vegetables, leguminous nes",2002,NA
Mexico,Vetches,2002,78.92
Argentina,"Walnuts, with shell",2002,56.61
Brazil,"Walnuts, with shell",2002,35.52
Chile,"Walnuts, with shell",2002,16.8
Mexico,"Walnuts, with shell",2002,53.81
Peru,"Walnuts, with shell",2002,80.99
United States of America,"Walnuts, with shell",2002,45.34
Argentina,Watermelons,2002,99.54
Belize,Watermelons,2002,101.4
Bolivia (Plurinational State of),Watermelons,2002,39.01
Brazil,Watermelons,2002,70.13
Canada,Watermelons,2002,9.38
Chile,Watermelons,2002,178.06
Colombia,Watermelons,2002,51.57
Costa Rica,Watermelons,2002,92.6
Cuba,Watermelons,2002,88.01
Dominica,Watermelons,2002,90.91
Ecuador,Watermelons,2002,40.27
El Salvador,Watermelons,2002,263.45
Grenada,Watermelons,2002,NA
Guatemala,Watermelons,2002,23.61
Guyana,Watermelons,2002,5.23
Honduras,Watermelons,2002,94.63
Jamaica,Watermelons,2002,57.72
Mexico,Watermelons,2002,81.27
Panama,Watermelons,2002,68.65
Paraguay,Watermelons,2002,97.55
Peru,Watermelons,2002,57.89
Puerto Rico,Watermelons,2002,NA
Saint Kitts and Nevis,Watermelons,2002,76.85
Saint Lucia,Watermelons,2002,NA
Suriname,Watermelons,2002,166.43
Trinidad and Tobago,Watermelons,2002,143.86
United States of America,Watermelons,2002,109.47
Uruguay,Watermelons,2002,100.13
Venezuela (Bolivarian Republic of),Watermelons,2002,95.79
Argentina,Wheat,2002,134.41
Bolivia (Plurinational State of),Wheat,2002,43.22
Brazil,Wheat,2002,50.08
Canada,Wheat,2002,53.66
Chile,Wheat,2002,119.44
Colombia,Wheat,2002,408.92
Ecuador,Wheat,2002,169.95
Guatemala,Wheat,2002,266.53
Honduras,Wheat,2002,87.78
Mexico,Wheat,2002,86.35
Paraguay,Wheat,2002,51.56
Peru,Wheat,2002,89.71
United States of America,Wheat,2002,75.43
Uruguay,Wheat,2002,21.32
Venezuela (Bolivarian Republic of),Wheat,2002,33.75
Argentina,"Wool, greasy",2002,145.32
Bolivia (Plurinational State of),"Wool, greasy",2002,131.56
Brazil,"Wool, greasy",2002,105.31
Canada,"Wool, greasy",2002,115.31
Chile,"Wool, greasy",2002,198.83
Colombia,"Wool, greasy",2002,62.63
Ecuador,"Wool, greasy",2002,223.08
Mexico,"Wool, greasy",2002,84.73
Paraguay,"Wool, greasy",2002,78.18
Peru,"Wool, greasy",2002,119.94
United States of America,"Wool, greasy",2002,154.43
Uruguay,"Wool, greasy",2002,116.7
Antigua and Barbuda,Yams,2002,41.04
Barbados,Yams,2002,68.75
Belize,Yams,2002,26.39
Brazil,Yams,2002,92.56
Colombia,Yams,2002,68.76
Costa Rica,Yams,2002,103.67
Cuba,Yams,2002,103.91
Dominica,Yams,2002,54.94
Dominican Republic,Yams,2002,78.41
Grenada,Yams,2002,66.96
Guyana,Yams,2002,138.71
Haiti,Yams,2002,49.75
Jamaica,Yams,2002,103.81
Nicaragua,Yams,2002,100
Panama,Yams,2002,183.46
Puerto Rico,Yams,2002,227.76
Saint Kitts and Nevis,Yams,2002,9.35
Saint Lucia,Yams,2002,136.98
Saint Vincent and the Grenadines,Yams,2002,69.35
Trinidad and Tobago,Yams,2002,31.69
Venezuela (Bolivarian Republic of),Yams,2002,191.58
Belize,Yautia (cocoyam),2002,1543.37
Costa Rica,Yautia (cocoyam),2002,153.76
Cuba,Yautia (cocoyam),2002,49.45
Dominica,Yautia (cocoyam),2002,89.33
Dominican Republic,Yautia (cocoyam),2002,197.51
El Salvador,Yautia (cocoyam),2002,101.37
Mexico,Yautia (cocoyam),2002,3.88
Nicaragua,Yautia (cocoyam),2002,101.92
Panama,Yautia (cocoyam),2002,182.27
Peru,Yautia (cocoyam),2002,903.67
Puerto Rico,Yautia (cocoyam),2002,175.95
Saint Lucia,Yautia (cocoyam),2002,175.61
Trinidad and Tobago,Yautia (cocoyam),2002,77.96
Venezuela (Bolivarian Republic of),Yautia (cocoyam),2002,64.38
Colombia,Agave fibres nes,2003,131.7
Cuba,Agave fibres nes,2003,196.73
Ecuador,Agave fibres nes,2003,53.71
El Salvador,Agave fibres nes,2003,168.53
Guatemala,Agave fibres nes,2003,113.13
Mexico,Agave fibres nes,2003,140.25
Nicaragua,Agave fibres nes,2003,79.26
Antigua and Barbuda,Agriculture,2003,153.24
Argentina,Agriculture,2003,71.56
Bahamas,Agriculture,2003,72.01
Barbados,Agriculture,2003,112
Belize,Agriculture,2003,89.76
Bolivia (Plurinational State of),Agriculture,2003,62.14
Brazil,Agriculture,2003,68.13
Canada,Agriculture,2003,75.42
Chile,Agriculture,2003,79.56
Colombia,Agriculture,2003,76.67
Costa Rica,Agriculture,2003,71.74
Cuba,Agriculture,2003,115.46
Dominica,Agriculture,2003,89.83
Dominican Republic,Agriculture,2003,66.26
Ecuador,Agriculture,2003,80.01
El Salvador,Agriculture,2003,85.67
Grenada,Agriculture,2003,46.18
Guatemala,Agriculture,2003,57.77
Guyana,Agriculture,2003,83.95
Haiti,Agriculture,2003,66.74
Honduras,Agriculture,2003,78.28
Jamaica,Agriculture,2003,101.49
Mexico,Agriculture,2003,78.6
Nicaragua,Agriculture,2003,72.62
Panama,Agriculture,2003,82.68
Paraguay,Agriculture,2003,56
Peru,Agriculture,2003,61.59
Puerto Rico,Agriculture,2003,116.23
Saint Kitts and Nevis,Agriculture,2003,396.31
Saint Lucia,Agriculture,2003,146.36
Saint Vincent and the Grenadines,Agriculture,2003,85.96
Suriname,Agriculture,2003,62.35
Trinidad and Tobago,Agriculture,2003,121.13
United States of America,Agriculture,2003,83.74
Uruguay,Agriculture,2003,64.72
Venezuela (Bolivarian Republic of),Agriculture,2003,88.45
Argentina,"Almonds, with shell",2003,67.41
Chile,"Almonds, with shell",2003,27.7
Mexico,"Almonds, with shell",2003,178.26
United States of America,"Almonds, with shell",2003,51.28
Argentina,"Anise, badian, fennel, coriander",2003,39.27
Canada,"Anise, badian, fennel, coriander",2003,65.06
Ecuador,"Anise, badian, fennel, coriander",2003,100
Guatemala,"Anise, badian, fennel, coriander",2003,78.34
Mexico,"Anise, badian, fennel, coriander",2003,57.47
Peru,"Anise, badian, fennel, coriander",2003,3935.74
Argentina,Apples,2003,210.51
Bolivia (Plurinational State of),Apples,2003,391.01
Brazil,Apples,2003,68.28
Canada,Apples,2003,102.63
Chile,Apples,2003,72.64
Colombia,Apples,2003,222.05
Ecuador,Apples,2003,176.45
El Salvador,Apples,2003,NA
Grenada,Apples,2003,73.89
Guatemala,Apples,2003,77.11
Honduras,Apples,2003,87.91
Mexico,Apples,2003,68.02
Paraguay,Apples,2003,96
Peru,Apples,2003,84.41
Saint Vincent and the Grenadines,Apples,2003,112.86
United States of America,Apples,2003,78.97
Uruguay,Apples,2003,151.83
Argentina,Apricots,2003,93.99
Canada,Apricots,2003,109.91
Chile,Apricots,2003,290.22
Ecuador,Apricots,2003,82.82
Mexico,Apricots,2003,180.61
Peru,Apricots,2003,70.44
United States of America,Apricots,2003,171.56
Argentina,Artichokes,2003,82.62
Chile,Artichokes,2003,247.45
Costa Rica,Artichokes,2003,189.87
Mexico,Artichokes,2003,144.54
Peru,Artichokes,2003,19.61
United States of America,Artichokes,2003,105.99
Argentina,Asparagus,2003,66.28
Canada,Asparagus,2003,36.62
Chile,Asparagus,2003,179.92
Colombia,Asparagus,2003,3150.86
Costa Rica,Asparagus,2003,70.59
Ecuador,Asparagus,2003,61.27
Mexico,Asparagus,2003,31.31
Peru,Asparagus,2003,50.56
United States of America,Asparagus,2003,242.47
Argentina,Avocados,2003,86.16
Bahamas,Avocados,2003,NA
Barbados,Avocados,2003,71.03
Bolivia (Plurinational State of),Avocados,2003,24.53
Brazil,Avocados,2003,88.03
Chile,Avocados,2003,82.51
Colombia,Avocados,2003,54.82
Costa Rica,Avocados,2003,214.89
Cuba,Avocados,2003,155.44
Dominica,Avocados,2003,171.5
Dominican Republic,Avocados,2003,50
Ecuador,Avocados,2003,57.06
El Salvador,Avocados,2003,68.28
Grenada,Avocados,2003,101.11
Guatemala,Avocados,2003,57.29
Guyana,Avocados,2003,51.2
Haiti,Avocados,2003,43.03
Honduras,Avocados,2003,54.53
Jamaica,Avocados,2003,125.44
Mexico,Avocados,2003,53.72
Panama,Avocados,2003,44
Paraguay,Avocados,2003,93.9
Peru,Avocados,2003,25.59
Puerto Rico,Avocados,2003,532.75
Saint Lucia,Avocados,2003,131.46
Trinidad and Tobago,Avocados,2003,65.54
United States of America,Avocados,2003,124.04
Venezuela (Bolivarian Republic of),Avocados,2003,36.42
Antigua and Barbuda,Bananas,2003,80.05
Argentina,Bananas,2003,99.87
Bahamas,Bananas,2003,33.7
Barbados,Bananas,2003,60.65
Belize,Bananas,2003,80.85
Bolivia (Plurinational State of),Bananas,2003,59.29
Brazil,Bananas,2003,99.83
Colombia,Bananas,2003,46.37
Costa Rica,Bananas,2003,85.24
Cuba,Bananas,2003,128.6
Dominica,Bananas,2003,77.12
Dominican Republic,Bananas,2003,45.62
Ecuador,Bananas,2003,94.54
El Salvador,Bananas,2003,NA
Grenada,Bananas,2003,9.25
Guatemala,Bananas,2003,46.9
Guyana,Bananas,2003,128.5
Haiti,Bananas,2003,113.76
Honduras,Bananas,2003,104.43
Jamaica,Bananas,2003,208.97
Mexico,Bananas,2003,91.18
Nicaragua,Bananas,2003,72.18
Panama,Bananas,2003,158.41
Paraguay,Bananas,2003,88.01
Puerto Rico,Bananas,2003,68.31
Saint Lucia,Bananas,2003,286.25
Saint Vincent and the Grenadines,Bananas,2003,82.89
Suriname,Bananas,2003,1.85
Trinidad and Tobago,Bananas,2003,206.75
United States of America,Bananas,2003,200.19
Venezuela (Bolivarian Republic of),Bananas,2003,105.92
Argentina,Barley,2003,28.08
Bolivia (Plurinational State of),Barley,2003,147.59
Brazil,Barley,2003,126.72
Canada,Barley,2003,150.72
Chile,Barley,2003,96.19
Colombia,Barley,2003,62.26
Ecuador,Barley,2003,139.85
Guatemala,Barley,2003,200
Mexico,Barley,2003,127.16
Peru,Barley,2003,88.32
United States of America,Barley,2003,140.13
Uruguay,Barley,2003,114.19
Brazil,"Bastfibres, other",2003,169.34
Chile,"Bastfibres, other",2003,118.83
Cuba,"Bastfibres, other",2003,87.62
El Salvador,"Bastfibres, other",2003,296.33
Guatemala,"Bastfibres, other",2003,147.06
Argentina,"Beans, dry",2003,46.15
Barbados,"Beans, dry",2003,422.01
Belize,"Beans, dry",2003,70.05
Bolivia (Plurinational State of),"Beans, dry",2003,41.46
Brazil,"Beans, dry",2003,110.01
Canada,"Beans, dry",2003,135.76
Chile,"Beans, dry",2003,281.78
Colombia,"Beans, dry",2003,94.92
Costa Rica,"Beans, dry",2003,91.53
Cuba,"Beans, dry",2003,97.77
Dominican Republic,"Beans, dry",2003,88.64
Ecuador,"Beans, dry",2003,129.65
El Salvador,"Beans, dry",2003,74.16
Grenada,"Beans, dry",2003,76.55
Guatemala,"Beans, dry",2003,74.74
Haiti,"Beans, dry",2003,34.83
Honduras,"Beans, dry",2003,64.12
Jamaica,"Beans, dry",2003,158.7
Mexico,"Beans, dry",2003,127.4
Nicaragua,"Beans, dry",2003,140.23
Panama,"Beans, dry",2003,94.7
Paraguay,"Beans, dry",2003,112.25
Peru,"Beans, dry",2003,68.31
Puerto Rico,"Beans, dry",2003,253.85
United States of America,"Beans, dry",2003,76.91
Uruguay,"Beans, dry",2003,104.25
Venezuela (Bolivarian Republic of),"Beans, dry",2003,141.02
Antigua and Barbuda,"Beans, green",2003,90.3
Argentina,"Beans, green",2003,121.88
Belize,"Beans, green",2003,NA
Bolivia (Plurinational State of),"Beans, green",2003,25.04
Canada,"Beans, green",2003,106.53
Chile,"Beans, green",2003,90.29
Costa Rica,"Beans, green",2003,32.68
Ecuador,"Beans, green",2003,54.07
Guatemala,"Beans, green",2003,30.24
Guyana,"Beans, green",2003,57.09
Mexico,"Beans, green",2003,107.74
Peru,"Beans, green",2003,116.17
Puerto Rico,"Beans, green",2003,6.65
Suriname,"Beans, green",2003,24.27
United States of America,"Beans, green",2003,260.68
Uruguay,"Beans, green",2003,117.08
Argentina,Beeswax,2003,95.69
Brazil,Beeswax,2003,95.69
Chile,Beeswax,2003,93.09
Costa Rica,Beeswax,2003,99.61
Dominican Republic,Beeswax,2003,89.86
Ecuador,Beeswax,2003,91.35
El Salvador,Beeswax,2003,99.08
Guatemala,Beeswax,2003,72.06
Haiti,Beeswax,2003,97.61
Honduras,Beeswax,2003,90
Jamaica,Beeswax,2003,95.36
Mexico,Beeswax,2003,134.4
Paraguay,Beeswax,2003,90.06
United States of America,Beeswax,2003,103
Uruguay,Beeswax,2003,86.18
Venezuela (Bolivarian Republic of),Beeswax,2003,108.37
Costa Rica,Berries nes,2003,115.52
Ecuador,Berries nes,2003,103.61
Mexico,Berries nes,2003,15.81
United States of America,Berries nes,2003,78.01
Canada,Blueberries,2003,41.04
Mexico,Blueberries,2003,1.41
Peru,Blueberries,2003,NA
United States of America,Blueberries,2003,32.84
Bolivia (Plurinational State of),"Brazil nuts, with shell",2003,71.11
Brazil,"Brazil nuts, with shell",2003,66.67
Peru,"Brazil nuts, with shell",2003,82.14
Argentina,"Broad beans, horse beans, dry",2003,91.32
Bolivia (Plurinational State of),"Broad beans, horse beans, dry",2003,104.64
Brazil,"Broad beans, horse beans, dry",2003,252.34
Colombia,"Broad beans, horse beans, dry",2003,80.24
Dominican Republic,"Broad beans, horse beans, dry",2003,136.8
Ecuador,"Broad beans, horse beans, dry",2003,222.9
Guatemala,"Broad beans, horse beans, dry",2003,51.79
Guyana,"Broad beans, horse beans, dry",2003,34.39
Jamaica,"Broad beans, horse beans, dry",2003,55.17
Mexico,"Broad beans, horse beans, dry",2003,76.35
Paraguay,"Broad beans, horse beans, dry",2003,65.7
Peru,"Broad beans, horse beans, dry",2003,66.21
Uruguay,"Broad beans, horse beans, dry",2003,110.48
Brazil,Buckwheat,2003,79.61
Canada,Buckwheat,2003,871.1
United States of America,Buckwheat,2003,83.51
Antigua and Barbuda,Cabbages and other brassicas,2003,105.79
Bahamas,Cabbages and other brassicas,2003,NA
Barbados,Cabbages and other brassicas,2003,195.52
Belize,Cabbages and other brassicas,2003,77.92
Bolivia (Plurinational State of),Cabbages and other brassicas,2003,128.38
Canada,Cabbages and other brassicas,2003,98.52
Chile,Cabbages and other brassicas,2003,149.61
Colombia,Cabbages and other brassicas,2003,190.66
Costa Rica,Cabbages and other brassicas,2003,49.29
Cuba,Cabbages and other brassicas,2003,165.9
Dominica,Cabbages and other brassicas,2003,88.24
Dominican Republic,Cabbages and other brassicas,2003,103.53
Ecuador,Cabbages and other brassicas,2003,70.57
El Salvador,Cabbages and other brassicas,2003,136.3
Grenada,Cabbages and other brassicas,2003,3.27
Guatemala,Cabbages and other brassicas,2003,78.29
Guyana,Cabbages and other brassicas,2003,8.94
Haiti,Cabbages and other brassicas,2003,43.75
Honduras,Cabbages and other brassicas,2003,66.83
Jamaica,Cabbages and other brassicas,2003,76.14
Mexico,Cabbages and other brassicas,2003,93.11
Nicaragua,Cabbages and other brassicas,2003,24.26
Panama,Cabbages and other brassicas,2003,151.05
Peru,Cabbages and other brassicas,2003,82.05
Puerto Rico,Cabbages and other brassicas,2003,422.16
Saint Kitts and Nevis,Cabbages and other brassicas,2003,401.41
Saint Lucia,Cabbages and other brassicas,2003,NA
Suriname,Cabbages and other brassicas,2003,60.18
Trinidad and Tobago,Cabbages and other brassicas,2003,443.72
United States of America,Cabbages and other brassicas,2003,206.31
Uruguay,Cabbages and other brassicas,2003,77.03
Venezuela (Bolivarian Republic of),Cabbages and other brassicas,2003,47.15
Argentina,Canary seed,2003,47.89
Canada,Canary seed,2003,166.07
Mexico,Canary seed,2003,4323.53
Uruguay,Canary seed,2003,67.5
Antigua and Barbuda,Carrots and turnips,2003,80.39
Argentina,Carrots and turnips,2003,80.58
Barbados,Carrots and turnips,2003,424.02
Belize,Carrots and turnips,2003,46.66
Bolivia (Plurinational State of),Carrots and turnips,2003,58.95
Canada,Carrots and turnips,2003,86.33
Chile,Carrots and turnips,2003,66.66
Colombia,Carrots and turnips,2003,77.75
Costa Rica,Carrots and turnips,2003,58.3
Dominica,Carrots and turnips,2003,65
Dominican Republic,Carrots and turnips,2003,50.89
Ecuador,Carrots and turnips,2003,55.82
Grenada,Carrots and turnips,2003,102.6
Guatemala,Carrots and turnips,2003,36.84
Honduras,Carrots and turnips,2003,82.49
Jamaica,Carrots and turnips,2003,90.02
Mexico,Carrots and turnips,2003,104.4
Nicaragua,Carrots and turnips,2003,70.42
Panama,Carrots and turnips,2003,88.12
Paraguay,Carrots and turnips,2003,139.59
Peru,Carrots and turnips,2003,90.39
Saint Kitts and Nevis,Carrots and turnips,2003,84.11
Saint Lucia,Carrots and turnips,2003,NA
Saint Vincent and the Grenadines,Carrots and turnips,2003,98.91
United States of America,Carrots and turnips,2003,116.23
Uruguay,Carrots and turnips,2003,113.7
Venezuela (Bolivarian Republic of),Carrots and turnips,2003,81.42
Belize,"Cashew nuts, with shell",2003,838.46
Brazil,"Cashew nuts, with shell",2003,192.3
Colombia,"Cashew nuts, with shell",2003,28.23
Dominican Republic,"Cashew nuts, with shell",2003,145.14
El Salvador,"Cashew nuts, with shell",2003,270.35
Honduras,"Cashew nuts, with shell",2003,100.41
Mexico,"Cashew nuts, with shell",2003,24.66
Peru,"Cashew nuts, with shell",2003,81.73
Brazil,Cashewapple,2003,101.12
Guyana,Cashewapple,2003,120
Antigua and Barbuda,Cassava,2003,44.33
Argentina,Cassava,2003,89.83
Bahamas,Cassava,2003,17.77
Barbados,Cassava,2003,86.86
Belize,Cassava,2003,164.4
Bolivia (Plurinational State of),Cassava,2003,159.16
Brazil,Cassava,2003,97.82
Colombia,Cassava,2003,74.95
Costa Rica,Cassava,2003,52.66
Cuba,Cassava,2003,102.11
Dominica,Cassava,2003,82.71
Dominican Republic,Cassava,2003,73.39
Ecuador,Cassava,2003,92.72
El Salvador,Cassava,2003,52.06
Grenada,Cassava,2003,87.24
Guatemala,Cassava,2003,137.96
Guyana,Cassava,2003,192.32
Haiti,Cassava,2003,54.55
Honduras,Cassava,2003,39.51
Jamaica,Cassava,2003,88.97
Mexico,Cassava,2003,63.63
Nicaragua,Cassava,2003,52.47
Panama,Cassava,2003,206.12
Paraguay,Cassava,2003,149.09
Peru,Cassava,2003,75.63
Puerto Rico,Cassava,2003,454.95
Saint Lucia,Cassava,2003,76.58
Saint Vincent and the Grenadines,Cassava,2003,92.64
Suriname,Cassava,2003,62.5
Trinidad and Tobago,Cassava,2003,18.88
Venezuela (Bolivarian Republic of),Cassava,2003,155.3
Brazil,Castor oil seed,2003,230.45
Ecuador,Castor oil seed,2003,133.33
Haiti,Castor oil seed,2003,82.75
Mexico,Castor oil seed,2003,7.18
Paraguay,Castor oil seed,2003,127.03
Bolivia (Plurinational State of),Cauliflowers and broccoli,2003,264.65
Canada,Cauliflowers and broccoli,2003,48.18
Chile,Cauliflowers and broccoli,2003,150.72
Colombia,Cauliflowers and broccoli,2003,152.49
Costa Rica,Cauliflowers and broccoli,2003,112.46
Ecuador,Cauliflowers and broccoli,2003,5.31
Grenada,Cauliflowers and broccoli,2003,NA
Guatemala,Cauliflowers and broccoli,2003,72.08
Honduras,Cauliflowers and broccoli,2003,64.13
Jamaica,Cauliflowers and broccoli,2003,83.07
Mexico,Cauliflowers and broccoli,2003,62
Peru,Cauliflowers and broccoli,2003,43.17
Trinidad and Tobago,Cauliflowers and broccoli,2003,165.21
United States of America,Cauliflowers and broccoli,2003,90.03
Venezuela (Bolivarian Republic of),Cauliflowers and broccoli,2003,28.56
Argentina,Cereals nes,2003,92.63
Bolivia (Plurinational State of),Cereals nes,2003,97.72
Colombia,Cereals nes,2003,NA
Mexico,Cereals nes,2003,32.92
Peru,Cereals nes,2003,89.15
Antigua and Barbuda,"Cereals, Total",2003,73.99
Argentina,"Cereals, Total",2003,59.64
Bahamas,"Cereals, Total",2003,53.63
Barbados,"Cereals, Total",2003,263.88
Belize,"Cereals, Total",2003,70.03
Bolivia (Plurinational State of),"Cereals, Total",2003,55.25
Brazil,"Cereals, Total",2003,71.66
Canada,"Cereals, Total",2003,88.76
Chile,"Cereals, Total",2003,100.52
Colombia,"Cereals, Total",2003,100.08
Costa Rica,"Cereals, Total",2003,89.79
Cuba,"Cereals, Total",2003,125.91
Dominica,"Cereals, Total",2003,94.41
Dominican Republic,"Cereals, Total",2003,67.69
Ecuador,"Cereals, Total",2003,73.25
El Salvador,"Cereals, Total",2003,80.76
Grenada,"Cereals, Total",2003,85.1
Guatemala,"Cereals, Total",2003,67.88
Guyana,"Cereals, Total",2003,88.25
Haiti,"Cereals, Total",2003,72.82
Honduras,"Cereals, Total",2003,81.94
Jamaica,"Cereals, Total",2003,85.29
Mexico,"Cereals, Total",2003,85.85
Nicaragua,"Cereals, Total",2003,106.7
Panama,"Cereals, Total",2003,128.98
Paraguay,"Cereals, Total",2003,28.89
Peru,"Cereals, Total",2003,69.46
Puerto Rico,"Cereals, Total",2003,89.55
Saint Vincent and the Grenadines,"Cereals, Total",2003,71.22
Suriname,"Cereals, Total",2003,70.66
Trinidad and Tobago,"Cereals, Total",2003,79.44
United States of America,"Cereals, Total",2003,76.85
Uruguay,"Cereals, Total",2003,49.26
Venezuela (Bolivarian Republic of),"Cereals, Total",2003,110.7
Argentina,Cherries,2003,93.93
Bolivia (Plurinational State of),Cherries,2003,81.72
Canada,Cherries,2003,46.44
Chile,Cherries,2003,22.93
Guyana,Cherries,2003,32.56
Mexico,Cherries,2003,NA
Peru,Cherries,2003,12681.82
Suriname,Cherries,2003,NA
United States of America,Cherries,2003,50.67
Bolivia (Plurinational State of),"Cherries, sour",2003,826.94
Canada,"Cherries, sour",2003,105.38
Chile,"Cherries, sour",2003,166.71
Peru,"Cherries, sour",2003,65.92
United States of America,"Cherries, sour",2003,77.41
