Hours Since Dec 1 2017,Rented Bike Count,Temperature(degC),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(degC),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
6898,936,23.3,65,1.4,1996,16.3,0.76,0,0,Autumn,No Holiday,Yes
6899,982,24,64,1.3,2000,16.7,0.95,0,0,Autumn,No Holiday,Yes
6900,1088,25.3,56,1.2,1960,15.8,1.35,0,0,Autumn,No Holiday,Yes
6901,1155,26.4,57,1.2,2000,17.1,1.8,0,0,Autumn,No Holiday,Yes
6902,1199,26.3,58,1.5,1986,17.3,1.37,0,0,Autumn,No Holiday,Yes
6903,1347,26.6,55,1.8,2000,16.8,1.1,0,0,Autumn,No Holiday,Yes
6904,1503,26.3,57,1.6,2000,17,0.72,0,0,Autumn,No Holiday,Yes
6905,2059,25.9,56,1.7,2000,16.4,0.42,0,0,Autumn,No Holiday,Yes
6906,2826,25.7,57,1.5,2000,16.5,0.24,0,0,Autumn,No Holiday,Yes
6907,1996,25.3,60,1.2,2000,16.9,0.04,0,0,Autumn,No Holiday,Yes
6908,1869,25,61,1.1,2000,16.9,0,0,0,Autumn,No Holiday,Yes
6909,1259,24.7,61,1.6,2000,16.6,0,0,0,Autumn,No Holiday,Yes
6910,567,24,73,2.1,1541,18.8,0,0,0,Autumn,No Holiday,Yes
6911,810,22.3,87,1.1,1810,20,0,0.5,0,Autumn,No Holiday,Yes
6912,906,21.8,83,1.5,2000,18.7,0,0,0,Autumn,No Holiday,Yes
6913,881,21.8,79,1.4,2000,17.9,0,0,0,Autumn,No Holiday,Yes
6914,580,21.7,78,1,2000,17.6,0,0,0,Autumn,No Holiday,Yes
6915,302,21.6,80,1.2,2000,17.9,0,0,0,Autumn,No Holiday,Yes
6916,234,21.2,83,0.6,2000,18.1,0,0.1,0,Autumn,No Holiday,Yes
6917,169,21.1,82,0.8,2000,17.8,0,0,0,Autumn,No Holiday,Yes
6918,272,21,84,0.9,2000,18.1,0,0.1,0,Autumn,No Holiday,Yes
6919,453,21.2,84,0.3,2000,18.3,0.05,0,0,Autumn,No Holiday,Yes
6920,829,21.7,78,0.3,2000,17.6,0.21,0,0,Autumn,No Holiday,Yes
6921,934,22.7,72,1.2,2000,17.3,0.59,0,0,Autumn,No Holiday,Yes
6922,1017,24.4,65,1.6,1972,17.3,1.42,0,0,Autumn,No Holiday,Yes
6923,1212,25.2,64,1.2,1938,17.8,1.31,0,0,Autumn,No Holiday,Yes
6924,1284,25.4,63,0.9,2000,17.8,1.01,0,0,Autumn,No Holiday,Yes
6925,1465,25.8,65,1,1996,18.7,1.12,0,0,Autumn,No Holiday,Yes
6926,1474,25.7,67,1.2,2000,19.1,0.9,0,0,Autumn,No Holiday,Yes
6927,1077,25.2,71,0.2,2000,19.5,0.41,0,0,Autumn,No Holiday,Yes
6928,1273,24.4,74,0.6,1996,19.4,0.13,0,0,Autumn,No Holiday,Yes
6929,1474,24.4,75,0.6,2000,19.6,0.17,0,0,Autumn,No Holiday,Yes
6930,1566,24.2,76,1.2,2000,19.6,0.12,0,0,Autumn,No Holiday,Yes
6931,1578,23.8,78,2.2,1991,19.7,0,0,0,Autumn,No Holiday,Yes
6932,1613,23.5,80,1.7,1621,19.8,0,0,0,Autumn,No Holiday,Yes
6933,1710,23.3,80,0.7,1877,19.6,0,0,0,Autumn,No Holiday,Yes
6934,1566,23.1,79,0.6,1891,19.2,0,0,0,Autumn,No Holiday,Yes
6935,1210,22.9,81,0.9,1550,19.4,0,0,0,Autumn,No Holiday,Yes
6936,1014,22.8,82,1.5,935,19.5,0,0,0,Autumn,No Holiday,Yes
6937,764,22.8,84,0.9,827,19.9,0,0,0,Autumn,No Holiday,Yes
6938,432,22.8,85,0.8,708,20.1,0,0,0,Autumn,No Holiday,Yes
6939,258,22.6,89,0.6,578,20.6,0,0.2,0,Autumn,No Holiday,Yes
6940,188,22.5,89,0.7,444,20.5,0,0.3,0,Autumn,No Holiday,Yes
6941,123,22.2,90,1.4,514,20.4,0,0,0,Autumn,No Holiday,Yes
6942,137,22,90,1.3,471,20.2,0,0,0,Autumn,No Holiday,Yes
6943,258,21.9,95,1.3,424,21,0.02,0,0,Autumn,No Holiday,Yes
6944,464,21.9,88,1.6,601,19.8,0.17,0,0,Autumn,No Holiday,Yes
6945,725,22.3,84,1.9,751,19.4,0.47,0,0,Autumn,No Holiday,Yes
6946,813,22.9,74,1.3,1162,18,0.84,0,0,Autumn,No Holiday,Yes
6947,1014,23.4,61,2.1,1964,15.4,0.91,0,0,Autumn,No Holiday,Yes
6948,989,23.7,64,1.9,1474,16.4,0.79,0,0,Autumn,No Holiday,Yes
6949,754,23.6,66,2.1,1689,16.8,0.87,0,0,Autumn,No Holiday,Yes
6950,409,23.4,72,2.2,682,18,0.73,0,0,Autumn,No Holiday,Yes
6951,222,23.2,83,1.5,349,20.1,0.77,0.5,0,Autumn,No Holiday,Yes
6952,142,22.5,86,2.5,342,20,0.47,0,0,Autumn,No Holiday,Yes
6953,322,22,89,2.2,285,20,0.21,1,0,Autumn,No Holiday,Yes
6954,520,21.5,89,3,350,19.6,0.18,0,0,Autumn,No Holiday,Yes
6955,852,21.2,87,2.7,479,18.9,0.01,0,0,Autumn,No Holiday,Yes
6956,1073,21.1,88,1.7,404,19,0,0,0,Autumn,No Holiday,Yes
6957,1146,21.2,88,1.7,373,19.1,0,0,0,Autumn,No Holiday,Yes
6958,988,21.4,87,2.4,540,19.1,0,0,0,Autumn,No Holiday,Yes
6959,571,21.3,80,2.6,1203,17.7,0,0,0,Autumn,No Holiday,Yes
6960,531,21,82,1.8,958,17.8,0,0,0,Autumn,No Holiday,Yes
6961,337,20.5,73,1.9,1693,15.4,0,0,0,Autumn,No Holiday,Yes
6962,227,20.3,81,1.9,1234,16.9,0,0.1,0,Autumn,No Holiday,Yes
6963,186,20.2,82,1.4,1202,17,0,0,0,Autumn,No Holiday,Yes
6964,160,20,81,2,1313,16.6,0,0,0,Autumn,No Holiday,Yes
6965,246,19.4,84,1.6,1252,16.6,0,0,0,Autumn,No Holiday,Yes
6966,625,18.8,88,1.2,798,16.7,0,0,0,Autumn,No Holiday,Yes
6967,1487,18.5,88,1.4,695,16.4,0.08,0,0,Autumn,No Holiday,Yes
6968,2276,18.9,77,0.6,1109,14.7,0.56,0,0,Autumn,No Holiday,Yes
6969,1185,20.5,66,1.1,1711,13.9,1.12,0,0,Autumn,No Holiday,Yes
6970,868,21.7,60,1.7,1540,13.5,1.44,0,0,Autumn,No Holiday,Yes
6971,954,23.8,54,2.1,1626,13.9,2.55,0,0,Autumn,No Holiday,Yes
6972,1083,25.2,50,1.7,1710,14,2.83,0,0,Autumn,No Holiday,Yes
6973,1069,25.6,50,3.8,1876,14.3,2.82,0,0,Autumn,No Holiday,Yes
6974,1092,26.7,40,3.3,1822,11.9,2.8,0,0,Autumn,No Holiday,Yes
6975,1207,27.4,33,2.7,1955,9.6,2.5,0,0,Autumn,No Holiday,Yes
6976,1445,27.6,37,2.8,1935,11.5,1.9,0,0,Autumn,No Holiday,Yes
6977,2056,27.3,43,2.6,2000,13.6,1.25,0,0,Autumn,No Holiday,Yes
6978,3277,25.3,56,2.8,1992,15.8,0.54,0,0,Autumn,No Holiday,Yes
6979,2489,23,63,3.1,2000,15.5,0.03,0,0,Autumn,No Holiday,Yes
6980,2232,21.9,65,2.5,1986,15,0,0,0,Autumn,No Holiday,Yes
6981,2100,21.3,66,2.3,1989,14.6,0,0,0,Autumn,No Holiday,Yes
6982,1865,20.8,65,0.9,2000,13.9,0,0,0,Autumn,No Holiday,Yes
6983,1293,20.2,68,1.2,1963,14,0,0,0,Autumn,No Holiday,Yes
6984,0,19.5,73,1.2,1916,14.5,0,0,0,Autumn,No Holiday,No
6985,0,19.3,71,0.4,1912,13.9,0,0,0,Autumn,No Holiday,No
6986,0,18.8,74,0.2,1866,14,0,0,0,Autumn,No Holiday,No
6987,0,18.7,76,0.5,1916,14.3,0,0,0,Autumn,No Holiday,No
6988,0,18.3,78,0.4,1906,14.3,0,0,0,Autumn,No Holiday,No
6989,0,17.9,77,0.5,1658,13.8,0,0,0,Autumn,No Holiday,No
6990,0,17.7,77,0.2,1757,13.6,0,0,0,Autumn,No Holiday,No
6991,0,17.8,76,0.5,1729,13.5,0.08,0,0,Autumn,No Holiday,No
6992,0,18.7,73,0.9,1501,13.7,0.34,0,0,Autumn,No Holiday,No
6993,0,20.8,64,1.1,1205,13.7,1.13,0,0,Autumn,No Holiday,No
6994,0,22.7,54,1,1619,12.9,1.74,0,0,Autumn,No Holiday,No
6995,0,24.1,46,2.1,1678,11.7,2.03,0,0,Autumn,No Holiday,No
6996,0,24.7,43,1.8,1809,11.2,1.75,0,0,Autumn,No Holiday,No
6997,0,25.6,40,2.5,1704,10.9,2.18,0,0,Autumn,No Holiday,No
6998,0,26.1,37,2.3,1749,10.2,1.92,0,0,Autumn,No Holiday,No
6999,0,26.1,43,2.8,1785,12.5,1.62,0,0,Autumn,No Holiday,No
7000,0,26.4,34,2.5,1953,9.2,1.6,0,0,Autumn,No Holiday,No
7001,0,25.5,38,2.9,1997,10.1,0.92,0,0,Autumn,No Holiday,No
7002,0,24.8,48,1.4,2000,13,0.51,0,0,Autumn,No Holiday,No
7003,0,23.2,57,2.2,2000,14.2,0.03,0,0,Autumn,No Holiday,No
7004,0,22.6,58,1.4,2000,13.9,0,0,0,Autumn,No Holiday,No
7005,0,22.1,61,1.5,2000,14.2,0,0,0,Autumn,No Holiday,No
7006,0,21.8,65,0.3,2000,14.9,0,0,0,Autumn,No Holiday,No
7007,0,21.2,69,1.3,1999,15.2,0,0,0,Autumn,No Holiday,No
7008,0,21,66,0.4,2000,14.3,0,0,0,Autumn,No Holiday,No
7009,0,20.5,64,0.4,2000,13.4,0,0,0,Autumn,No Holiday,No
7010,0,20,70,0.2,2000,14.3,0,0,0,Autumn,No Holiday,No
7011,0,19.7,70,0.5,2000,14,0,0,0,Autumn,No Holiday,No
7012,0,19.5,70,0.5,2000,13.8,0,0,0,Autumn,No Holiday,No
7013,0,19.3,73,0.9,1782,14.3,0,0,0,Autumn,No Holiday,No
7014,0,19,76,0.3,1488,14.6,0,0,0,Autumn,No Holiday,No
7015,0,19,74,0.8,1650,14.2,0.03,0,0,Autumn,No Holiday,No
7016,0,19.8,71,1.1,1534,14.3,0.26,0,0,Autumn,No Holiday,No
7017,0,21.5,61,0.8,1774,13.6,0.92,0,0,Autumn,No Holiday,No
7018,0,22.9,59,1.1,1819,14.4,1.49,0,0,Autumn,No Holiday,No
7019,0,23.6,55,0.6,1723,14,1.01,0,0,Autumn,No Holiday,No
7020,0,24.9,51,1.2,1619,14,1.56,0,0,Autumn,No Holiday,No
7021,0,26.5,39,1.7,1560,11.4,2.15,0,0,Autumn,No Holiday,No
7022,0,26.1,40,1.2,1840,11.4,1.21,0,0,Autumn,No Holiday,No
7023,0,25.9,39,1.4,1836,10.8,0.9,0,0,Autumn,No Holiday,No
7024,0,25.6,41,1.2,1594,11.3,0.65,0,0,Autumn,No Holiday,No
7025,0,25,44,1.3,1883,11.8,0.36,0,0,Autumn,No Holiday,No
7026,0,24,55,2.2,1691,14.3,0.12,0,0,Autumn,No Holiday,No
7027,0,23.5,58,0.4,1836,14.7,0,0,0,Autumn,No Holiday,No
7028,0,22.6,67,0.3,1737,16.1,0,0,0,Autumn,No Holiday,No
7029,0,21.7,63,1.8,1078,14.3,0,0.1,0,Autumn,No Holiday,No
7030,0,20.9,71,1.6,1057,15.4,0,0.1,0,Autumn,No Holiday,No
7031,0,20.4,57,0.9,2000,11.5,0,0,0,Autumn,No Holiday,No
7032,886,20.1,58,0.3,2000,11.5,0,0,0,Autumn,No Holiday,Yes
7033,761,20,59,1.1,1999,11.7,0,0,0,Autumn,No Holiday,Yes
7034,524,19.9,64,1.5,1755,12.8,0,0,0,Autumn,No Holiday,Yes
7035,294,19.6,72,1.7,1140,14.4,0,0,0,Autumn,No Holiday,Yes
7036,241,19.6,74,1.4,847,14.8,0,0,0,Autumn,No Holiday,Yes
7037,137,19.5,74,1.8,1421,14.7,0,0,0,Autumn,No Holiday,Yes
7038,47,18.8,85,1.4,412,16.2,0,0.5,0,Autumn,No Holiday,Yes
7039,130,18,95,1.6,375,17.1,0,1.5,0,Autumn,No Holiday,Yes
7040,299,18,91,1.3,896,16.5,0.11,0.5,0,Autumn,No Holiday,Yes
7041,89,18.2,93,1.4,572,17,0.18,1,0,Autumn,No Holiday,Yes
7042,87,18.4,91,1.2,394,16.8,0.25,0.5,0,Autumn,No Holiday,Yes
7043,111,18.8,95,1.5,597,17.9,0.46,0,0,Autumn,No Holiday,Yes
7044,180,19,91,1.7,965,17.4,0.67,0.5,0,Autumn,No Holiday,Yes
7045,301,18.9,89,2.6,586,17,0.58,0,0,Autumn,No Holiday,Yes
7046,573,19.3,83,2.3,2000,16.3,0.83,0.5,0,Autumn,No Holiday,Yes
7047,696,19.4,79,1.4,2000,15.6,0.33,0,0,Autumn,No Holiday,Yes
7048,912,19.5,75,2.1,2000,14.9,0.38,0,0,Autumn,No Holiday,Yes
7049,1290,19.3,76,2.1,2000,14.9,0.21,0,0,Autumn,No Holiday,Yes
7050,1786,19.1,77,2.5,2000,14.9,0.08,0,0,Autumn,No Holiday,Yes
7051,1272,18.9,78,2.2,2000,14.9,0,0,0,Autumn,No Holiday,Yes
7052,898,19.1,77,2.2,1834,14.9,0,0,0,Autumn,No Holiday,Yes
7053,784,18.7,84,2.7,1744,15.9,0,0,0,Autumn,No Holiday,Yes
7054,1049,18.4,85,2.1,1772,15.8,0,0,0,Autumn,No Holiday,Yes
7055,935,18.7,80,1.7,2000,15.1,0,0,0,Autumn,No Holiday,Yes
7056,809,18.9,78,2.1,2000,14.9,0,0,0,Autumn,No Holiday,Yes
7057,674,19,78,1.6,2000,15,0,0,0,Autumn,No Holiday,Yes
7058,122,19.1,78,1.3,2000,15.1,0,0,0,Autumn,No Holiday,Yes
7059,28,18.5,88,1.2,659,16.4,0,1.5,0,Autumn,No Holiday,Yes
7060,24,17.9,95,1.7,1298,17,0,2.5,0,Autumn,No Holiday,Yes
7061,24,17.8,93,1.8,2000,16.6,0,0.5,0,Autumn,No Holiday,Yes
7062,23,17.6,95,1.7,974,16.7,0,1.5,0,Autumn,No Holiday,Yes
7063,45,17.6,96,1.7,310,16.9,0,5,0,Autumn,No Holiday,Yes
7064,127,17.8,97,2,1284,17.3,0.09,4,0,Autumn,No Holiday,Yes
7065,47,18.2,96,1.3,1251,17.5,0.21,1,0,Autumn,No Holiday,Yes
7066,78,18.4,96,2,1124,17.7,0.32,1,0,Autumn,No Holiday,Yes
7067,98,18.9,91,1.8,1938,17.3,0.64,0.5,0,Autumn,No Holiday,Yes
7068,143,19.1,91,2,1971,17.5,0.63,0,0,Autumn,No Holiday,Yes
7069,600,19.8,88,0.9,1796,17.7,0.65,0,0,Autumn,No Holiday,Yes
7070,972,21.4,76,1.4,2000,16.9,1.5,0.5,0,Autumn,No Holiday,Yes
7071,1288,21.8,76,1.4,2000,17.3,1.2,0,0,Autumn,No Holiday,Yes
7072,1550,21.5,78,1.2,2000,17.4,0.51,0,0,Autumn,No Holiday,Yes
7073,1904,21.2,77,1.2,2000,16.9,0.31,0,0,Autumn,No Holiday,Yes
7074,2235,20.9,77,0.6,2000,16.7,0.23,0,0,Autumn,No Holiday,Yes
7075,1720,20.3,81,1,2000,16.9,0.02,0,0,Autumn,No Holiday,Yes
7076,1551,20,82,0.4,2000,16.8,0,0,0,Autumn,No Holiday,Yes
7077,1540,19.9,82,0.6,2000,16.7,0,0,0,Autumn,No Holiday,Yes
7078,1493,19.7,82,0.5,2000,16.5,0,0,0,Autumn,No Holiday,Yes
7079,1171,19.5,82,0.6,2000,16.3,0,0,0,Autumn,No Holiday,Yes
7080,953,19.5,81,1.1,2000,16.1,0,0,0,Autumn,No Holiday,Yes
7081,875,19.5,83,1.5,1459,16.5,0,0,0,Autumn,No Holiday,Yes
7082,655,19.4,85,0,1533,16.8,0,0,0,Autumn,No Holiday,Yes
7083,458,18.8,90,1,1191,17.1,0,0,0,Autumn,No Holiday,Yes
7084,96,18.9,88,0.8,1226,16.8,0,0,0,Autumn,No Holiday,Yes
7085,93,18.8,96,0.2,973,18.1,0,6.5,0,Autumn,No Holiday,Yes
7086,215,18.4,95,0.1,752,17.5,0,0,0,Autumn,No Holiday,Yes
7087,363,18.1,96,0.9,557,17.4,0.04,0,0,Autumn,No Holiday,Yes
7088,654,18.2,86,0,858,15.8,0.48,0,0,Autumn,No Holiday,Yes
7089,810,19.7,78,1.3,740,15.7,1.17,0,0,Autumn,No Holiday,Yes
7090,925,21.8,67,1.9,878,15.3,1.88,0,0,Autumn,No Holiday,Yes
7091,1062,22.7,55,2.7,1297,13.1,1.86,0,0,Autumn,No Holiday,Yes
7092,1273,24.2,43,2.2,1798,10.8,2.31,0,0,Autumn,No Holiday,Yes
7093,1409,24.9,32,3.9,2000,7,2.57,0,0,Autumn,No Holiday,Yes
7094,1532,25.2,28,4.4,2000,5.3,2.76,0,0,Autumn,No Holiday,Yes
7095,1814,25.4,32,3.8,1980,7.4,2.42,0,0,Autumn,No Holiday,Yes
7096,1840,25.3,38,3,2000,9.9,1.88,0,0,Autumn,No Holiday,Yes
7097,2045,24.6,35,3.6,1990,8.1,1.2,0,0,Autumn,No Holiday,Yes
7098,1939,23.2,36,2.8,2000,7.2,0.47,0,0,Autumn,No Holiday,Yes
7099,1743,21.3,43,2.8,2000,8.2,0.02,0,0,Autumn,No Holiday,Yes
7100,1604,20.4,52,1.2,2000,10.2,0,0,0,Autumn,No Holiday,Yes
7101,1502,19.4,55,0.8,2000,10.1,0,0,0,Autumn,No Holiday,Yes
7102,1430,18.6,62,0.6,2000,11.1,0,0,0,Autumn,No Holiday,Yes
7103,1108,17.9,66,1,2000,11.4,0,0,0,Autumn,No Holiday,Yes
7104,880,17.2,69,0.6,2000,11.4,0,0,0,Autumn,Holiday,Yes
7105,644,16.4,66,0.1,2000,10,0,0,0,Autumn,Holiday,Yes
7106,489,16,72,1.3,2000,10.9,0,0,0,Autumn,Holiday,Yes
7107,334,15.8,70,0.8,2000,10.3,0,0,0,Autumn,Holiday,Yes
7108,202,16.2,69,0.7,2000,10.4,0,0,0,Autumn,Holiday,Yes
7109,106,16.3,67,0.8,2000,10.1,0,0,0,Autumn,Holiday,Yes
7110,144,16.5,73,1.2,2000,11.6,0,0,0,Autumn,Holiday,Yes
7111,261,16.5,74,0.4,2000,11.8,0,0,0,Autumn,Holiday,Yes
7112,439,17,69,1.2,2000,11.2,0.3,0,0,Autumn,Holiday,Yes
7113,534,18.4,59,1,1951,10.2,0.86,0,0,Autumn,Holiday,Yes
7114,620,19.3,59,0.2,2000,11,0.94,0,0,Autumn,Holiday,Yes
7115,764,20.1,57,3,1929,11.3,1.29,0,0,Autumn,Holiday,Yes
7116,915,20.8,52,1.2,1984,10.5,1.25,0,0,Autumn,Holiday,Yes
7117,1031,22.7,44,1.4,1913,9.8,1.77,0,0,Autumn,Holiday,Yes
7118,1136,24.2,40,1.2,1953,9.7,2.62,0,0,Autumn,Holiday,Yes
7119,1366,25,28,2.2,2000,5.2,2.39,0,0,Autumn,Holiday,Yes
7120,1502,24.6,29,4,1988,5.3,1.73,0,0,Autumn,Holiday,Yes
7121,1591,24.1,41,2.4,2000,10,1.17,0,0,Autumn,Holiday,Yes
7122,1492,22.3,53,2.7,2000,12.2,0.44,0,0,Autumn,Holiday,Yes
7123,1333,21,54,2.9,2000,11.3,0.01,0,0,Autumn,Holiday,Yes
7124,1287,20.2,48,3.3,2000,8.8,0,0,0,Autumn,Holiday,Yes
7125,1148,19.1,38,2.1,2000,4.4,0,0,0,Autumn,Holiday,Yes
7126,1074,18.5,40,2.5,2000,4.6,0,0,0,Autumn,Holiday,Yes
7127,768,17.7,45,1.1,2000,5.6,0,0,0,Autumn,Holiday,Yes
7128,620,17.2,50,1.7,2000,6.6,0,0,0,Autumn,Holiday,Yes
7129,426,16.8,53,2,2000,7.1,0,0,0,Autumn,Holiday,Yes
7130,302,16.1,57,0.7,2000,7.5,0,0,0,Autumn,Holiday,Yes
7131,216,15.5,63,0.3,2000,8.4,0,0,0,Autumn,Holiday,Yes
7132,141,14.9,68,0.9,2000,9,0,0,0,Autumn,Holiday,Yes
7133,105,14.4,66,0.3,2000,8.1,0,0,0,Autumn,Holiday,Yes
7134,141,14.3,66,0.5,2000,8,0,0,0,Autumn,Holiday,Yes
7135,205,14.7,61,2.1,2000,7.2,0.02,0,0,Autumn,Holiday,Yes
7136,296,15.4,52,2.2,1985,5.5,0.49,0,0,Autumn,Holiday,Yes
7137,310,17,43,2.1,1993,4.3,1.36,0,0,Autumn,Holiday,Yes
7138,426,18.5,38,3.3,2000,3.8,2.02,0,0,Autumn,Holiday,Yes
7139,588,19.4,31,4.1,1966,1.8,2.55,0,0,Autumn,Holiday,Yes
7140,754,20.3,34,2.6,2000,3.9,2.85,0,0,Autumn,Holiday,Yes
7141,885,20.9,30,3.5,2000,2.6,2.93,0,0,Autumn,Holiday,Yes
7142,1099,21.3,30,4.3,2000,3,2.78,0,0,Autumn,Holiday,Yes
7143,1273,21.8,32,3.3,2000,4.3,2.42,0,0,Autumn,Holiday,Yes
7144,1433,22,31,2.7,2000,4,1.87,0,0,Autumn,Holiday,Yes
7145,1442,21.6,32,3.1,2000,4.1,1.2,0,0,Autumn,Holiday,Yes
7146,1237,20.3,35,2.4,2000,4.3,0.46,0,0,Autumn,Holiday,Yes
7147,1280,18.6,54,2.7,2000,9,0.01,0,0,Autumn,Holiday,Yes
7148,1227,17.6,57,1.4,2000,8.9,0,0,0,Autumn,Holiday,Yes
7149,1145,16.8,58,1.2,2000,8.4,0,0,0,Autumn,Holiday,Yes
7150,958,16.6,47,3.9,2000,5.2,0,0,0,Autumn,Holiday,Yes
7151,750,15.7,51,0.4,2000,5.5,0,0,0,Autumn,Holiday,Yes
7152,558,14.7,55,1.6,2000,5.7,0,0,0,Autumn,Holiday,Yes
7153,408,13.8,60,0.8,2000,6.1,0,0,0,Autumn,Holiday,Yes
7154,292,13.4,62,0.2,2000,6.2,0,0,0,Autumn,Holiday,Yes
7155,222,12.7,67,0.5,2000,6.7,0,0,0,Autumn,Holiday,Yes
7156,157,12,69,0.5,2000,6.4,0,0,0,Autumn,Holiday,Yes
7157,105,11.5,70,0.5,2000,6.2,0,0,0,Autumn,Holiday,Yes
7158,132,11.2,70,0.9,2000,5.9,0,0,0,Autumn,Holiday,Yes
7159,262,10.8,72,0.9,2000,5.9,0.03,0,0,Autumn,Holiday,Yes
7160,440,12,61,1.3,1988,4.6,0.6,0,0,Autumn,Holiday,Yes
7161,542,15.3,49,1,2000,4.6,1.34,0,0,Autumn,Holiday,Yes
7162,667,18,44,1.3,1984,5.5,1.99,0,0,Autumn,Holiday,Yes
7163,853,20.1,40,1.6,1985,6,2.47,0,0,Autumn,Holiday,Yes
7164,1045,21.7,36,2,2000,5.9,2.78,0,0,Autumn,Holiday,Yes
7165,1309,22.9,30,2,2000,4.3,2.9,0,0,Autumn,Holiday,Yes
7166,1522,23.7,28,1.4,2000,4,2.77,0,0,Autumn,Holiday,Yes
7167,1747,24.1,26,1.6,2000,3.3,2.38,0,0,Autumn,Holiday,Yes
7168,1955,24.2,28,1.7,2000,4.5,1.86,0,0,Autumn,Holiday,Yes
7169,2033,22.9,33,1.4,2000,5.7,0.83,0,0,Autumn,Holiday,Yes
7170,1885,21.6,37,1,2000,6.2,0.24,0,0,Autumn,Holiday,Yes
7171,1608,20.3,39,0.6,2000,5.8,0,0,0,Autumn,Holiday,Yes
7172,1583,19.3,45,0.4,2000,7,0,0,0,Autumn,Holiday,Yes
7173,1565,18.5,48,1,2000,7.2,0,0,0,Autumn,Holiday,Yes
7174,1418,17.7,52,1,2000,7.7,0,0,0,Autumn,Holiday,Yes
7175,1042,17.4,49,1.2,2000,6.5,0,0,0,Autumn,Holiday,Yes
7176,880,17,51,1.5,2000,6.7,0,0,0,Autumn,No Holiday,Yes
7177,594,16.6,53,1.7,2000,6.9,0,0,0,Autumn,No Holiday,Yes
7178,453,16.6,54,1.5,2000,7.2,0,0,0,Autumn,No Holiday,Yes
7179,355,16.5,57,1.6,2000,7.9,0,0,0,Autumn,No Holiday,Yes
7180,222,16.4,59,1.7,2000,8.3,0,0,0,Autumn,No Holiday,Yes
7181,150,16.3,61,1.5,2000,8.7,0,0,0,Autumn,No Holiday,Yes
7182,230,16.3,62,2.1,2000,8.9,0,0,0,Autumn,No Holiday,Yes
7183,335,16.3,62,2,2000,8.9,0.01,0,0,Autumn,No Holiday,Yes
7184,598,16.7,60,2,2000,8.8,0.2,0,0,Autumn,No Holiday,Yes
7185,680,17.7,54,1.8,2000,8.2,0.63,0,0,Autumn,No Holiday,Yes
7186,923,19.4,47,2.3,2000,7.7,1.45,0,0,Autumn,No Holiday,Yes
7187,1152,20.5,42,2.1,1981,7.1,1.59,0,0,Autumn,No Holiday,Yes
7188,1358,22.5,37,1.8,2000,7,2.5,0,0,Autumn,No Holiday,Yes
7189,1686,23.4,34,2.1,2000,6.6,2.84,0,0,Autumn,No Holiday,Yes
7190,1972,24.1,33,1.3,2000,6.8,2.52,0,0,Autumn,No Holiday,Yes
7191,2170,24.7,35,1.2,2000,8.1,2.28,0,0,Autumn,No Holiday,Yes
7192,2270,24.4,35,1.8,2000,7.9,1.71,0,0,Autumn,No Holiday,Yes
7193,2349,23.6,38,1.4,2000,8.4,1.04,0,0,Autumn,No Holiday,Yes
7194,2339,22.1,45,1.5,2000,9.6,0.27,0,0,Autumn,No Holiday,Yes
7195,1937,20.7,46,1,2000,8.6,0.02,0,0,Autumn,No Holiday,Yes
7196,1653,20,46,2,2000,8,0,0,0,Autumn,No Holiday,Yes
7197,1529,18.9,43,2,2000,6,0,0,0,Autumn,No Holiday,Yes
7198,1249,18.1,43,1.7,2000,5.3,0,0,0,Autumn,No Holiday,Yes
7199,934,17.4,46,2.1,2000,5.6,0,0,0,Autumn,No Holiday,Yes
7200,770,16.7,50,1.7,2000,6.2,0,0,0,Autumn,No Holiday,Yes
7201,488,16.1,53,1.4,2000,6.5,0,0,0,Autumn,No Holiday,Yes
7202,326,15.7,53,1.4,2000,6.1,0,0,0,Autumn,No Holiday,Yes
7203,178,14.9,57,1.1,2000,6.4,0,0,0,Autumn,No Holiday,Yes
7204,151,14.4,58,1.1,2000,6.2,0,0,0,Autumn,No Holiday,Yes
7205,207,13.9,60,0.6,2000,6.2,0,0,0,Autumn,No Holiday,Yes
7206,589,13.4,61,0.8,2000,6,0,0,0,Autumn,No Holiday,Yes
7207,1364,13.2,60,0.5,2000,5.5,0.02,0,0,Autumn,No Holiday,Yes
7208,2129,14.8,51,1.1,2000,4.7,0.59,0,0,Autumn,No Holiday,Yes
7209,1120,17.7,48,1.5,2000,6.5,1.3,0,0,Autumn,No Holiday,Yes
7210,907,19.9,47,1.8,1989,8.2,1.93,0,0,Autumn,No Holiday,Yes
7211,1019,21.3,43,1.7,1998,8.2,2.42,0,0,Autumn,No Holiday,Yes
7212,1189,23.2,42,1.4,2000,9.5,2.73,0,0,Autumn,No Holiday,Yes
7213,1191,23,39,1.7,2000,8.2,2.28,0,0,Autumn,No Holiday,Yes
7214,1305,24.6,34,1.5,2000,7.6,2.74,0,0,Autumn,No Holiday,Yes
7215,1404,23.4,35,1.4,2000,7,1.39,0,0,Autumn,No Holiday,Yes
7216,1636,23.6,31,1.1,2000,5.4,1.37,0,0,Autumn,No Holiday,Yes
7217,2189,24.3,31,1.5,2000,6,1.17,0,0,Autumn,No Holiday,Yes
